SAP Community Tags;;;;;;;;;;;
"And Associated ""Tag Pages""";;;;;;;;;;;
;;;;;;;;;;;
Tag Names;;;;;;;;Allowed Tagging;Term ID;Associated Tag Page (Click on a link to open the page and follow the tag);
;;;SAP GRC Policy Survey for BlackBerry PlayBook;;;;(level 3);Primary and secondary;01200615320800003841;https://go.sap.com/community/tag.html?id=01200615320800003841;
;;;SAP GRC Policy Survey for iPad;;;;(level 3);Primary and secondary;67837800100800004921;https://go.sap.com/community/tag.html?id=67837800100800004921;
;;;SAP GRC Policy Survey for Windows tablets;;;;(level 3);Primary and secondary;67838200100800005481;https://go.sap.com/community/tag.html?id=67838200100800005481;
;;;SAP GRC Policy Survey mobile app;;;;(level 3);Primary and secondary;67838200100800004270;https://go.sap.com/community/tag.html?id=67838200100800004270;
;;SAP Incentive and Commission Management for Insurance;;;;;(level 2);Displayed, but not selectable;73554900100700001007;N/A;
;;;SAP Incentive and Commission Management for Insurance;;;;(level 3);Primary and secondary;01200615320800000263;https://go.sap.com/community/tag.html?id=01200615320800000263;
;;SAP Insurance Analyzer;;;;;(level 2);Displayed, but not selectable;73554900100700001016;N/A;
;;;SAP Insurance Analyzer;;;;(level 3);Primary and secondary;67837800100800006805;https://go.sap.com/community/tag.html?id=67837800100800006805;
;;SAP Invoice and Goods Receipt Reconciliation;;;;;(level 2);Displayed, but not selectable;73554900100700001023;N/A;
;;;SAP Invoice and Goods Receipt Reconciliation;;;;(level 3);Primary and secondary;67837800100800005970;https://go.sap.com/community/tag.html?id=67837800100800005970;
;;SAP Invoice Management by OpenText;;;;;(level 2);Displayed, but not selectable;73554900100700001024;N/A;
;;;SAP Invoice Management by OpenText;;;;(level 3);Primary and secondary;01200615320800001156;https://go.sap.com/community/tag.html?id=01200615320800001156;
;;;SAP Invoice Management by OpenText for SAP S/4HANA;;;;(level 3);Primary and secondary;73554900100800000491;https://go.sap.com/community/tag.html?id=73554900100800000491;
;;;SAP Invoice Management by OpenText, option for OCR;;;;(level 3);Primary and secondary;01200314690800001017;https://go.sap.com/community/tag.html?id=01200314690800001017;
;;SAP Joint Venture Accounting;;;;;(level 2);Displayed, but not selectable;73554900100700001329;N/A;
;;;e-billing for joint venture accounting;;;;(level 3);Primary and secondary;01200615320800000938;https://go.sap.com/community/tag.html?id=01200615320800000938;
;;;SAP Joint Venture Accounting;;;;(level 3);Primary and secondary;01200615320800000234;https://go.sap.com/community/tag.html?id=01200615320800000234;
;;SAP Landed Cost Analysis;;;;;(level 2);Displayed, but not selectable;73554900100700001037;N/A;
;;;SAP Landed Cost Analysis;;;;(level 3);Primary and secondary;67838200100800005191;https://go.sap.com/community/tag.html?id=67838200100800005191;
;;SAP Lease Administration by Nakisa;;;;;(level 2);Displayed, but not selectable;73554900100700001043;N/A;
;;;SAP Lease Administration by Nakisa;;;;(level 3);Primary and secondary;67838200100800006672;https://go.sap.com/community/tag.html?id=67838200100800006672;
;;SAP Lessee Contract Management;;;;;(level 2);Displayed, but not selectable;73555000100700000093;N/A;
;;;SAP Lessee Contract Management;;;;(level 3);Primary and secondary;73554900100800000304;https://go.sap.com/community/tag.html?id=73554900100800000304;
;;SAP Liquidity Management for Banking;;;;;(level 2);Displayed, but not selectable;73554900100700001412;N/A;
;;;SAP Liquidity Management for Banking;;;;(level 3);Primary and secondary;67838200100800006254;https://go.sap.com/community/tag.html?id=67838200100800006254;
;;SAP Liquidity Risk Management;;;;;(level 2);Displayed, but not selectable;73554900100700001045;N/A;
;;;SAP Liquidity Risk Management;;;;(level 3);Primary and secondary;01200615320800003533;https://go.sap.com/community/tag.html?id=01200615320800003533;
;;SAP Liquidity Risk Manager;;;;;(level 2);Displayed, but not selectable;73554900100700001046;N/A;
;;;SAP Liquidity Risk Manager for iPad;;;;(level 3);Primary and secondary;67838200100800005440;https://go.sap.com/community/tag.html?id=67838200100800005440;
;;SAP Loans Management;;;;;(level 2);Displayed, but not selectable;73554900100700001048;N/A;
;;;SAP Loans Management for Banking, Suite edition, localization for China;;;;(level 3);Primary and secondary;67837800100800006549;https://go.sap.com/community/tag.html?id=67837800100800006549;
;;SAP Mobile Asset Management;;;;;(level 2);Displayed, but not selectable;73554900100700001067;N/A;
;;;advanced data synchronization framework for mobile asset management;;;;(level 3);Primary and secondary;73555000100800000167;https://go.sap.com/community/tag.html?id=73555000100800000167;
;;;SAP Mobile Asset Management 1.0;;;;(level 3);Primary and secondary;01200615320800000623;https://go.sap.com/community/tag.html?id=01200615320800000623;
;;;SAP Mobile Asset Management for utilities;;;;(level 3);Primary and secondary;01200615320800000626;https://go.sap.com/community/tag.html?id=01200615320800000626;
;;SAP Notes Management;;;;;(level 2);Displayed, but not selectable;73554900100700001083;N/A;
;;;SAP Notes Management;;;;(level 3);Primary and secondary;01200314690800002438;https://go.sap.com/community/tag.html?id=01200314690800002438;
;;SAP Payment Approvals;;;;;(level 2);Displayed, but not selectable;73554900100700001095;N/A;
;;;SAP Payment Approvals;;;;(level 3);Primary and secondary;01200615320800003828;https://go.sap.com/community/tag.html?id=01200615320800003828;
;;;SAP Payment Approvals for Android;;;;(level 3);Primary and secondary;67837800100800004431;https://go.sap.com/community/tag.html?id=67837800100800004431;
;;;SAP Payment Approvals for iPhone;;;;(level 3);Primary and secondary;01200615320800003840;https://go.sap.com/community/tag.html?id=01200615320800003840;
;;SAP Payment Engine;;;;;(level 2);Displayed, but not selectable;73554900100700001096;N/A;
;;;SAP Payment Engine;;;;(level 3);Primary and secondary;01200615320800001129;https://go.sap.com/community/tag.html?id=01200615320800001129;
;;SAP Price Optimization for Banking;;;;;(level 2);Displayed, but not selectable;73554900100700001116;N/A;
;;;SAP Price Optimization for Banking;;;;(level 3);Primary and secondary;01200314690800000203;https://go.sap.com/community/tag.html?id=01200314690800000203;
;;SAP Production and Revenue Accounting;;;;;(level 2);Displayed, but not selectable;73554900100700001126;N/A;
;;;SAP Production and Revenue Accounting;;;;(level 3);Primary and secondary;67838200100800006479;https://go.sap.com/community/tag.html?id=67838200100800006479;
;;;SAP Production and Revenue Accounting, add-on for reporting and processing;;;;(level 3);Primary and secondary;67837800100800006639;https://go.sap.com/community/tag.html?id=67837800100800006639;
;;SAP Public Budget Formulation;;;;;(level 2);Displayed, but not selectable;73554900100700001132;N/A;
;;;public budget formulation;;;;(level 3);Primary and secondary;01200615320800001374;https://go.sap.com/community/tag.html?id=01200615320800001374;
;;;SAP Public Budget Formulation;;;;(level 3);Primary and secondary;01200615320800002507;https://go.sap.com/community/tag.html?id=01200615320800002507;
;;SAP Public Sector Collection and Disbursement;;;;;(level 2);Displayed, but not selectable;73554900100700001133;N/A;
;;;SAP Public Sector Collection and Disbursement;;;;(level 3);Primary and secondary;01200615320800000253;https://go.sap.com/community/tag.html?id=01200615320800000253;
;;SAP Real Estate Broker;;;;;(level 2);Displayed, but not selectable;73554900100700001142;N/A;
;;;SAP Real Estate Broker for iPad;;;;(level 3);Primary and secondary;67837800100800007300;https://go.sap.com/community/tag.html?id=67837800100800007300;
;;SAP RealSpend;;;;;(level 2);Displayed, but not selectable;73554900100700001144;N/A;
;;;SAP RealSpend;;;;(level 3);Primary and secondary;67838200100800004348;https://go.sap.com/community/tag.html?id=67838200100800004348;
;;;SAP RealSpend for BlackBerry 10;;;;(level 3);Primary and secondary;67838200100800006089;https://go.sap.com/community/tag.html?id=67838200100800006089;
;;;SAP RealSpend for iPad;;;;(level 3);Primary and secondary;67838200100800004052;https://go.sap.com/community/tag.html?id=67838200100800004052;
;;SAP Receivables Manager;;;;;(level 2);Displayed, but not selectable;73554900100700001147;N/A;
;;;SAP Receivables Manager;;;;(level 3);Primary and secondary;67837800100800006797;https://go.sap.com/community/tag.html?id=67837800100800006797;
;;;SAP Receivables Manager for iPad;;;;(level 3);Primary and secondary;67837800100800006799;https://go.sap.com/community/tag.html?id=67837800100800006799;
;;;SAP Receivables Manager for Windows tablets;;;;(level 3);Primary and secondary;67838200100800006418;https://go.sap.com/community/tag.html?id=67838200100800006418;
;;SAP Revenue Accounting and Reporting;;;;;(level 2);Displayed, but not selectable;73554900100700001156;N/A;
;;;SAP Revenue Accounting and Reporting;;;;(level 3);Primary and secondary;67837800100800005219;https://go.sap.com/community/tag.html?id=67837800100800005219;
;;;SAP Revenue Accounting and Reporting, integration with sales and distribution;;;;(level 3);Primary and secondary;73554900100800000393;https://go.sap.com/community/tag.html?id=73554900100800000393;
;;SAP Sanctioned-Party List;;;;;(level 2);Displayed, but not selectable;73554900100700001170;N/A;
;;;SAP Sanctioned-Party List;;;;(level 3);Primary and secondary;67838200100800004351;https://go.sap.com/community/tag.html?id=67838200100800004351;
;;;SAP Sanctioned-Party List for iPhone;;;;(level 3);Primary and secondary;67838200100800004355;https://go.sap.com/community/tag.html?id=67838200100800004355;
;;SAP Spend Performance Management;;;;;(level 2);Displayed, but not selectable;73554900100700001187;N/A;
;;;SAP Spend Performance Management;;;;(level 3);Primary and secondary;01200314690800000222;https://go.sap.com/community/tag.html?id=01200314690800000222;
;;SAP Strategic Enterprise Management;;;;;(level 2);Displayed, but not selectable;73554900100700001191;N/A;
;;;SAP Strategic Enterprise Management;;;;(level 3);Primary and secondary;01200245450800000023;https://go.sap.com/community/tag.html?id=01200245450800000023;
;;;SAP Strategic Enterprise Management, add-on for financial SASAC reporting for China by Pansoft;;;;(level 3);Primary and secondary;73555000100800000025;https://go.sap.com/community/tag.html?id=73555000100800000025;
;;SAP Sustainability Performance Management;;;;;(level 2);Displayed, but not selectable;73554900100700001204;N/A;
;;;SAP Sustainability Performance Management;;;;(level 3);Primary and secondary;01200615320800001410;https://go.sap.com/community/tag.html?id=01200615320800001410;
;;SAP Tax Classification and Reporting;;;;;(level 2);Displayed, but not selectable;73554900100700001208;N/A;
;;;SAP Tax Classification and Reporting;;;;(level 3);Primary and secondary;67837800100800005967;https://go.sap.com/community/tag.html?id=67837800100800005967;
;;SAP Tax Declaration Framework for Brazil;;;;;(level 2);Displayed, but not selectable;73554900100700001209;N/A;
;;;SAP Tax Declaration Framework for Brazil;;;;(level 3);Primary and secondary;67838200100800006027;https://go.sap.com/community/tag.html?id=67838200100800006027;
;;SAP Tax Intelligence and Management by AllTax;;;;;(level 2);Displayed, but not selectable;73554900100700001356;N/A;
;;;SAP Tax Intelligence and Management by All Tax;;;;(level 3);Primary and secondary;73555000100800000091;https://go.sap.com/community/tag.html?id=73555000100800000091;
;;SAP Total Margin Management;;;;;(level 2);Displayed, but not selectable;73554900100700001411;N/A;
;;;SAP Total Margin Management;;;;(level 3);Primary and secondary;73555000100800000148;https://go.sap.com/community/tag.html?id=73555000100800000148;
;;SAP Trade Repository Reporting by Virtusa;;;;;(level 2);Displayed, but not selectable;73554900100700001441;N/A;
;;;SAP Trade Repository Reporting by Virtusa;;;;(level 3);Primary and secondary;73555000100800000302;https://go.sap.com/community/tag.html?id=73555000100800000302;
;;SAP Travel Expense Approval;;;;;(level 2);Displayed, but not selectable;73554900100700001220;N/A;
;;;SAP Travel Expense Approval;;;;(level 3);Primary and secondary;01200615320800003726;https://go.sap.com/community/tag.html?id=01200615320800003726;
;;;SAP Travel Expense Approval for BlackBerry;;;;(level 3);Primary and secondary;01200615320800004046;https://go.sap.com/community/tag.html?id=01200615320800004046;
;;;SAP Travel Expense Approval for iPhone;;;;(level 3);Primary and secondary;01200615320800004045;https://go.sap.com/community/tag.html?id=01200615320800004045;
;;SAP Travel Expense Report;;;;;(level 2);Displayed, but not selectable;73554900100700001221;N/A;
;;;SAP Travel Expense Report;;;;(level 3);Primary and secondary;01200615320800003727;https://go.sap.com/community/tag.html?id=01200615320800003727;
;;;SAP Travel Expense Report for Android;;;;(level 3);Primary and secondary;67837800100800005529;https://go.sap.com/community/tag.html?id=67837800100800005529;
;;;SAP Travel Expense Report for BlackBerry;;;;(level 3);Primary and secondary;01200615320800004048;https://go.sap.com/community/tag.html?id=01200615320800004048;
;;;SAP Travel Expense Report for iPhone;;;;(level 3);Primary and secondary;01200615320800004047;https://go.sap.com/community/tag.html?id=01200615320800004047;
;;SAP Travel Receipt Capture;;;;;(level 2);Displayed, but not selectable;73554900100700001222;N/A;
;;;SAP Travel Receipt Capture;;;;(level 3);Primary and secondary;01200615320800003665;https://go.sap.com/community/tag.html?id=01200615320800003665;
;;;SAP Travel Receipt Capture for Android;;;;(level 3);Primary and secondary;67837800100800005528;https://go.sap.com/community/tag.html?id=67837800100800005528;
;;;SAP Travel Receipt Capture for BlackBerry;;;;(level 3);Primary and secondary;01200615320800004038;https://go.sap.com/community/tag.html?id=01200615320800004038;
